ID,Severity,Group,SourceFile,Function,Category,Summary,Status,ReviewFile
FR-113,HIGH,15,PluginPackage/Audio/speaker_separator/nodes.py,SpeakerSeparatorNode.setup,Silent Failure,"In the `pyannote` branch, if `PyannotePipeline.from_pretrained()` raises any exception *other than* `ImportError` (e.g.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speaker_separator_nodes.md
FR-114,HIGH,15,PluginPackage/Audio/speech_enhancer/nodes.py,SpeechEnhancerNode._denoise_deepfilter,Resource Leak,"`enhanced = enhance(model, df_state, audio_tensor)` — the `enhance` function from the `df` package returns a PyTorch tensor.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_enhancer_nodes.md
FR-115,HIGH,15,PluginPackage/Audio/speech_synthesizer/nodes.py,SpeechSynthesizerNode._synthesize_coqui,State Bug,"`if not hasattr(self, ""_tts_model""): self._tts_model = TTS(...)` — the model is loaded lazily on the first call to `_synthesize_coqui`.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/speech_synthesizer_nodes.md
FR-116,HIGH,15,PluginPackage/Audio/stream_ingest/nodes.py,StreamIngestNode._capture_websocket,Async Bug,Uses `asyncio.run(_receive())` to run the async WebSocket receiver.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_ingest_nodes.md
FR-117,HIGH,15,PluginPackage/Audio/stream_processor/nodes.py,StreamProcessorNode.process,State Bug,`self._buffer` and `self._sample_buffer` are instance-level state initialised in `setup()`.,OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/stream_processor_nodes.md
FR-118,HIGH,15,PluginPackage/Audio/voice_converter/nodes.py,VoiceConverterNode._convert_speechbrain,Resource Leak,"`converted = self._vc_model.convert_voice(wav_tensor, target_wav)` returns a PyTorch tensor.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/voice_converter_nodes.md
FR-119,HIGH,15,PluginPackage/Audio/voice_converter/nodes.py,VoiceConverterNode._convert_speechbrain,State Bug,"`if not hasattr(self, ""_vc_model""): self._vc_model = VoiceConversion.from_hparams(...)` — the model is loaded lazily on the first call.",OPEN,File_review/GROUP_15_Audio_Plugins_Batch_3/voice_converter_nodes.md
FR-120,HIGH,16,PluginPackage/Common/dataset_balancer/nodes.py,DatasetBalancerNode._flag_synthetic,Contract Mismatch,The `needs_augmentation` metadata written inside `_flag_synthetic` is set on a local `result_dataset` that is never returned.,OPEN,File_review/GROUP_16_Common_Plugins/dataset_balancer_nodes.md
FR-121,HIGH,16,PluginPackage/Common/dataset_builder/nodes.py,DatasetBuilderNode.process,Edge Case,"A mixed batch (some features with split metadata, some without) raises a confusing `ValueError` instead of either (a) using metadata-split for those that have it and auto-splitting the rest, or (b) falling back to auto-s...",OPEN,File_review/GROUP_16_Common_Plugins/dataset_builder_nodes.md
FR-122,HIGH,16,PluginPackage/Common/edge_optimizer/nodes.py,EdgeOptimizerNode._export_onnx (PyTorch branch),Silent Failure,ONNX model exported with wrong input shape.,OPEN,File_review/GROUP_16_Common_Plugins/edge_optimizer_nodes.md
FR-123,HIGH,16,PluginPackage/Common/edge_optimizer/nodes.py,EdgeOptimizerNode._export_tflite (INT8 branch),Silent Failure,INT8 model calibrated on all-zeros data produces a model with incorrect quantization parameters.,OPEN,File_review/GROUP_16_Common_Plugins/edge_optimizer_nodes.md
FR-124,HIGH,16,PluginPackage/Common/embedding_generator/nodes.py,EmbeddingGeneratorNode.process,State Bug,The model cache does not key on the model name.,OPEN,File_review/GROUP_16_Common_Plugins/embedding_generator_nodes.md
FR-125,HIGH,16,PluginPackage/Common/embedding_generator/nodes.py,EmbeddingGeneratorNode.process,Edge Case,"Empty audio input produces a zero embedding vector without any warning or error for some backends (numpy mean of empty array returns 0 in some numpy versions, or raises `RuntimeWarning: Mean of empty slice`).",OPEN,File_review/GROUP_16_Common_Plugins/embedding_generator_nodes.md
FR-126,HIGH,16,PluginPackage/Common/evaluator/nodes.py,EvaluatorNode.process,Edge Case,Empty test set produces `nan` test accuracy in `metrics.json` silently.,OPEN,File_review/GROUP_16_Common_Plugins/evaluator_nodes.md
FR-127,HIGH,16,PluginPackage/Common/evaluator/nodes.py,EvaluatorNode.process,Edge Case,Model output dimension mismatch with label count produces wrong per-class metrics without any error or warning.,OPEN,File_review/GROUP_16_Common_Plugins/evaluator_nodes.md
FR-128,HIGH,16,PluginPackage/Common/experiment_tracker/nodes.py,ExperimentTrackerNode._log_mlflow,Error Handling,MLflow backend unavailability causes a hard pipeline failure.,OPEN,File_review/GROUP_16_Common_Plugins/experiment_tracker_nodes.md
FR-129,HIGH,16,PluginPackage/Common/multimodal_fusion/nodes.py,MultimodalFusionNode._project,State Bug,"The docstring claims ""random orthogonal matrix"" but the implementation produces a row-normalized random matrix, which is NOT orthogonal.",OPEN,File_review/GROUP_16_Common_Plugins/multimodal_fusion_nodes.md
FR-130,HIGH,16,PluginPackage/Common/realtime_inference/nodes.py,RealtimeInferenceNode.process,State Bug,`_asr_buffer` accumulates across `process()` calls if mode changes or if `setup()` is not called between pipeline runs.,OPEN,File_review/GROUP_16_Common_Plugins/realtime_inference_nodes.md
FR-131,HIGH,16,PluginPackage/Common/realtime_inference/nodes.py,RealtimeInferenceNode.process,Edge Case,Non-2D feature arrays cause shape mismatch errors in the inference backend.,OPEN,File_review/GROUP_16_Common_Plugins/realtime_inference_nodes.md
FR-132,HIGH,16,PluginPackage/Common/trainer/nodes.py,TrainerNode._train_keras,Error Handling,NaN loss during Keras training is not detected.,OPEN,File_review/GROUP_16_Common_Plugins/trainer_nodes.md
FR-133,HIGH,16,PluginPackage/Common/trainer/nodes.py,TrainerNode._train_pytorch,Error Handling,OOM during training leaves the model in an undefined state.,OPEN,File_review/GROUP_16_Common_Plugins/trainer_nodes.md
FR-134,MEDIUM,1,app/core/ir/loader.py,dump_ir_to_file,Resource Management,If `json.dump` raises mid-write (e.g.,OPEN,File_review/GROUP_01_IR_Core/loader.md
FR-135,MEDIUM,1,app/core/ir/loader.py,load_ir_from_file,Error Handling,`PermissionError` and `UnicodeDecodeError` will propagate as undocumented exceptions.,OPEN,File_review/GROUP_01_IR_Core/loader.md
FR-136,MEDIUM,1,app/core/ir/migrate.py,migrate_yaml_to_ir_file,Error Handling,The docstring documents only the return value and the `output_path` derivation logic.,OPEN,File_review/GROUP_01_IR_Core/migrate.md
FR-137,MEDIUM,1,app/core/ir/migrate.py,migrate_yaml_to_ir_file,Edge Case,"When `output_path` is explicitly provided with a non-existent parent directory, the function raises `FileNotFoundError` with a message about the output file, not the missing directory.",OPEN,File_review/GROUP_01_IR_Core/migrate.md
FR-138,MEDIUM,1,app/core/ir/migrate.py,migrate_yaml_to_ir_file,Silent Failure,An empty YAML file passed to the migration tool produces an `AttributeError` with no useful context.,OPEN,File_review/GROUP_01_IR_Core/migrate.md
FR-139,MEDIUM,1,app/core/ir/models.py,GraphIR._validate_graph (model_validator),Edge Case,An IREdge with blank port names will pass all validation and be stored in the GraphIR.,OPEN,File_review/GROUP_01_IR_Core/models.md
FR-140,MEDIUM,1,app/core/ir/models.py,IRNode._deep_copy_config,Type Safety,"A caller passing `config=[1, 2, 3]` or `config=""bad""` will produce an `IRNode` with a non-dict config.",OPEN,File_review/GROUP_01_IR_Core/models.md
FR-141,MEDIUM,1,app/core/ir/yaml_shim.py,load_yaml_with_deprecation,Error Handling,An empty YAML file causes an `AttributeError` instead of a clear error message about the file being empty or invalid.,OPEN,File_review/GROUP_01_IR_Core/yaml_shim.md
FR-142,MEDIUM,1,app/core/ir/yaml_shim.py,yaml_config_to_ir,Edge Case,Collision between explicit IDs and auto-generated IDs produces a `pydantic.ValidationError` with a message about duplicate node IDs.,OPEN,File_review/GROUP_01_IR_Core/yaml_shim.md
FR-143,MEDIUM,1,app/core/ir/yaml_shim.py,yaml_config_to_ir,Edge Case,"A user who explicitly writes `edges: []` to indicate a single-node or disconnected graph will have edges auto-generated between all nodes, silently changing the graph topology.",OPEN,File_review/GROUP_01_IR_Core/yaml_shim.md
FR-144,MEDIUM,2,app/core/nodes/base.py,Node.__init__,Type Safety,If a caller passes a `NodeConfig` subclass with extra fields (e.g.,OPEN,File_review/GROUP_02_Node_Base/base.md
FR-145,MEDIUM,2,app/core/nodes/base.py,Node.on_start / Node.on_end / Node.on_error,Contract Mismatch,`_current_run_id` is never set anywhere in this file.,OPEN,File_review/GROUP_02_Node_Base/base.md
FR-146,MEDIUM,2,app/core/nodes/compat.py,CompatibilityChecker.are_compatible,Edge Case,`all(... for oa in ())` returns `True` vacuously.,OPEN,File_review/GROUP_02_Node_Base/compat.md
FR-147,MEDIUM,2,app/core/nodes/compat.py,_type_to_schema,Silent Failure,Callers expecting only `NodeTypeError` will not catch `AttributeError`.,OPEN,File_review/GROUP_02_Node_Base/compat.md
FR-148,MEDIUM,2,app/core/nodes/errors.py,module-level import (ResumeError re-export),Error Handling,Import-time circular dependency risk.,OPEN,File_review/GROUP_02_Node_Base/errors.md
FR-149,MEDIUM,2,app/core/nodes/observers.py,LoggingObserver.on_node_error,Silent Failure,`format_exc()` is context-dependent.,OPEN,File_review/GROUP_02_Node_Base/observers.md
FR-150,MEDIUM,2,app/core/nodes/ports.py,InputPort._must_be_type_or_none / OutputPort._must_be_type_or_none,Edge Case,"`Annotated[AudioSample, some_metadata]` passes the validator but `CompatibilityChecker.are_compatible` will compare `get_origin(Annotated[...])` (which is `Annotated`) against the input port's origin, likely returning `F...",OPEN,File_review/GROUP_02_Node_Base/ports.md
FR-151,MEDIUM,2,app/core/nodes/retry.py,RetryPolicy (model) / wait_before_attempt,Contract Mismatch,"The checkpoint focus area asks: ""Does `retry.py` correctly handle non-retryable exceptions vs retryable ones?"" — The answer is: it does not.",OPEN,File_review/GROUP_02_Node_Base/retry.md
FR-152,MEDIUM,3,app/core/nodes/catalogue.py,TypeCatalogue (class-level),State Bug,`TypeCatalogue` is instantiated as `self.type_catalogue = TypeCatalogue()` inside `NodeRegistry.__init__`.,OPEN,File_review/GROUP_03_Registry_Discovery/catalogue.md
FR-153,MEDIUM,3,app/core/nodes/catalogue.py,TypeCatalogue.register,State Bug,The duplicate check compares by fully-qualified name (FQN) string only.,OPEN,File_review/GROUP_03_Registry_Discovery/catalogue.md
FR-154,MEDIUM,3,app/core/nodes/discovery.py,AutoDiscovery._process_module,Silent Failure Risk,Filters Node subclasses by `obj.__module__ == module.__name__`.,OPEN,File_review/GROUP_03_Registry_Discovery/discovery.md
FR-155,MEDIUM,3,app/core/nodes/discovery.py,AutoDiscovery._register_node,Silent Failure Risk,"The duplicate-check uses `existing.__name__ == cls.__name__ and existing.__qualname__ == cls.__qualname__` to decide whether two different class objects are ""the same class loaded under a different import path"".",OPEN,File_review/GROUP_03_Registry_Discovery/discovery.md
FR-156,MEDIUM,3,app/core/nodes/discovery.py,AutoDiscovery.run,Edge Case,Step 2 iterates `nodes_path.iterdir()` and scans any subdirectory that has an `__init__.py`.,OPEN,File_review/GROUP_03_Registry_Discovery/discovery.md
FR-157,MEDIUM,3,app/core/nodes/discovery.py,AutoDiscovery.run,Edge Case,"When `plugins_dir is _PLUGINS_DIR_DEFAULT`, it imports `app.core.config` to get the default path.",OPEN,File_review/GROUP_03_Registry_Discovery/discovery.md
FR-158,MEDIUM,3,app/core/nodes/registry.py,NodeRegistry.find_compatible_nodes,Edge Case,A node with zero input ports (e.g.,OPEN,File_review/GROUP_03_Registry_Discovery/registry.md
FR-159,MEDIUM,3,app/core/nodes/registry.py,NodeRegistry.get_config_schema,Error Handling,Calls `node_class.Config.model_json_schema()`.,OPEN,File_review/GROUP_03_Registry_Discovery/registry.md
FR-160,MEDIUM,3,app/core/nodes/registry.py,NodeRegistry.list_nodes,State Bug,The category filter loop runs outside the lock.,OPEN,File_review/GROUP_03_Registry_Discovery/registry.md
FR-161,MEDIUM,3,app/core/registry_runtime.py,resolve_capability,Edge Case,If `ir_node` does not have a `capability_metadata` attribute at all (e.g.,OPEN,File_review/GROUP_03_Registry_Discovery/registry_runtime.md
FR-162,MEDIUM,4,app/core/plugins/dependencies.py,DependencyChecker._find_unsatisfied,Silent Failure Risk,False positives: a package that is installed under a slightly different distribution name (e.g.,OPEN,File_review/GROUP_04_Plugin_Ecosystem/dependencies.md
FR-163,MEDIUM,4,app/core/plugins/index.py,PluginIndexClient._fetch_remote,Error Handling,"A slow or malicious index server can keep the connection open indefinitely by trickling data, bypassing the 10-second timeout.",OPEN,File_review/GROUP_04_Plugin_Ecosystem/index.md
FR-164,MEDIUM,4,app/core/plugins/index.py,PluginIndexClient._fetch_remote,Silent Failure Risk,One malformed entry in the remote index causes the entire index to be unavailable.,OPEN,File_review/GROUP_04_Plugin_Ecosystem/index.md
FR-165,MEDIUM,4,app/core/plugins/installer.py,PluginInstaller._resolve_git,Error Handling,"If the remote git server is slow or unresponsive, `subprocess.run` hangs forever.",OPEN,File_review/GROUP_04_Plugin_Ecosystem/installer.md
FR-166,MEDIUM,4,app/core/plugins/installer.py,PluginInstaller._resolve_local_dir,Resource Leak,Actually no resource leak in this specific method.,OPEN,File_review/GROUP_04_Plugin_Ecosystem/installer.md
FR-167,MEDIUM,4,app/core/plugins/installer.py,PluginInstaller.resolve,Edge Case,"Silent wrong routing: a user who passes a local `.tar.bz2` archive gets a confusing ""index lookup failed"" error instead of ""unsupported archive format"".",OPEN,File_review/GROUP_04_Plugin_Ecosystem/installer.md
FR-168,MEDIUM,4,app/core/plugins/loader.py,PluginLoader._import_entry_points,Error Handling,A plugin entry point that calls `sys.exit()` or raises `KeyboardInterrupt` will abort the entire load sequence silently (from the plugin perspective).,OPEN,File_review/GROUP_04_Plugin_Ecosystem/loader.md
FR-169,MEDIUM,4,app/core/plugins/loader.py,PluginLoader._import_entry_points,Silent Failure Risk,A plugin that fails to register any node types is silently installed as a valid plugin with an empty node list.,OPEN,File_review/GROUP_04_Plugin_Ecosystem/loader.md
FR-170,MEDIUM,4,app/core/plugins/manager.py,PluginManager._unload_node_types,Error Handling,If `self._registry.unregister(node_type)` raises for one node type (e.g.,OPEN,File_review/GROUP_04_Plugin_Ecosystem/manager.md
FR-171,MEDIUM,4,app/core/plugins/manifest.py,PluginManifest.__init__,Contract Mismatch,"`PluginManifest.model_validate(data)` (used in `_parse_manifest_dict` and `PluginRecord.load_manifest()`) raises raw `pydantic.ValidationError`, not `PluginManifestError`.",OPEN,File_review/GROUP_04_Plugin_Ecosystem/manifest.md
FR-172,MEDIUM,4,app/core/plugins/manifest.py,load_manifest,Silent Failure Risk,"If `plugin.toml` is deleted between the `exists()` check and the `_parse_manifest_dict` call, validation error messages will reference `plugin.json` as the source even though the data came from `plugin.toml`.",OPEN,File_review/GROUP_04_Plugin_Ecosystem/manifest.md
FR-173,MEDIUM,4,app/core/plugins/store.py,PluginStore._load,Error Handling,A `PermissionError` or `UnicodeDecodeError` on `registry.json` will crash any plugin operation with an unhandled OS-level exception rather than a `PluginError` subclass.,OPEN,File_review/GROUP_04_Plugin_Ecosystem/store.md
FR-174,MEDIUM,4,app/core/plugins/store.py,PluginStore._save,Resource Leak,"If `os.fdopen(fd, ""w"", encoding=""utf-8"")` raises, `fd` leaks.",OPEN,File_review/GROUP_04_Plugin_Ecosystem/store.md
FR-175,MEDIUM,5,app/core/planner.py,_build,Testability,`PipelineGraph` cannot be instantiated in a unit test without either a fully wired registry or careful `unittest.mock.patch` targeting the deferred import paths.,OPEN,File_review/GROUP_05_Planner/planner.md
FR-176,MEDIUM,5,app/core/planner.py,_build,Error Handling,The public error contract of `PipelineGraph` is broken: callers expecting a single `PipelineGraphError` exception type for all build failures must also know to catch whatever `CompatibilityChecker` raises.,OPEN,File_review/GROUP_05_Planner/planner.md
FR-177,MEDIUM,5,app/core/planner.py,_compute_waves,Edge Case,A zero-node pipeline produces one spurious empty wave.,OPEN,File_review/GROUP_05_Planner/planner.md
FR-178,MEDIUM,6,app/core/conditions.py,_validate_ast,Edge Case,"On Python 3.8, `ast.parse('output[""key""]', mode=""eval"")` produces an `ast.Index` node wrapping the `ast.Constant`.",OPEN,File_review/GROUP_06_Execution_Runtime/conditions.md
FR-179,MEDIUM,6,app/core/conditions.py,evaluate_condition,Edge Case,`KeyError` from a missing output key is reported as a `ConditionEvaluationError` with a confusing message.,OPEN,File_review/GROUP_06_Execution_Runtime/conditions.md
FR-180,MEDIUM,6,app/core/events.py,FileWatcherSource.watch,State Bug,`close()` called before `watch()` is a no-op.,OPEN,File_review/GROUP_06_Execution_Runtime/events.md
FR-181,MEDIUM,6,app/core/events.py,TimerSource.watch,State Bug,`_tick` is not reset between `watch()` calls.,OPEN,File_review/GROUP_06_Execution_Runtime/events.md
FR-182,MEDIUM,6,app/core/events.py,create_event_source,Edge Case,`QueueSource` cannot be instantiated via `create_event_source()` from an IR `event_trigger` config because `asyncio.Queue` is not JSON-serializable.,OPEN,File_review/GROUP_06_Execution_Runtime/events.md
FR-183,MEDIUM,6,app/core/executor.py,ParallelExecutor._run_node,Resource Leak,Any logging/metrics system that tracks open node spans (start without end) will accumulate unmatched starts for every failed node in parallel mode.,OPEN,File_review/GROUP_06_Execution_Runtime/executor.md
FR-184,MEDIUM,6,app/core/executor.py,ParallelExecutor._run_node,Edge Case,`node_outputs[src_id]` raises `KeyError` if `src_id` is not in `node_outputs`.,OPEN,File_review/GROUP_06_Execution_Runtime/executor.md
FR-185,MEDIUM,6,app/core/node_executor.py,NodeExecutor.execute,State Bug,`_setup_done` is never reset to `False` in `teardown()`.,OPEN,File_review/GROUP_06_Execution_Runtime/node_executor.md
FR-186,MEDIUM,6,app/core/node_executor.py,NodeExecutor.execute_stream,Async Bug,"If `node.on_start()` raises, `on_end()` is called via `finally` without a matching successful `on_start()`, and `on_error()` is never called.",OPEN,File_review/GROUP_06_Execution_Runtime/node_executor.md
FR-187,MEDIUM,6,app/core/orchestrator.py,run_pipeline_ir_async,Edge Case,Excluding a source node silently propagates `None` to all its downstream consumers.,OPEN,File_review/GROUP_06_Execution_Runtime/orchestrator.md
FR-188,MEDIUM,6,app/core/orchestrator.py,run_pipeline_ir_async,Edge Case,Conditions are evaluated twice per node per edge.,OPEN,File_review/GROUP_06_Execution_Runtime/orchestrator.md
FR-189,MEDIUM,6,app/core/orchestrator.py,run_pipeline_ir_async,Performance,`output_count` in logs is misleading — it is 0 for all scalar-output nodes and reflects only the first list port for multi-list nodes.,OPEN,File_review/GROUP_06_Execution_Runtime/orchestrator.md
FR-190,MEDIUM,6,app/core/runtime_backend.py,get_backend,Error Handling,"`KeyError` is semantically a dict-access error, not a ""backend not configured"" error.",OPEN,File_review/GROUP_06_Execution_Runtime/runtime_backend.md
FR-191,MEDIUM,6,app/core/runtime_backend.py,register_backend,State Bug,`_BACKEND_REGISTRY` is written without holding `_BACKEND_INSTANCES_LOCK`.,OPEN,File_review/GROUP_06_Execution_Runtime/runtime_backend.md
FR-192,MEDIUM,7,app/core/artifact_serializer.py,ArtifactSerializerRegistry.register,State Bug,A handler registered for two types that is then replaced for one type will have the old handler object still present in `_ordered` at the second position.,OPEN,File_review/GROUP_07_Observability_Storage/artifact_serializer.md
FR-193,MEDIUM,7,app/core/artifact_store.py,ArtifactStore._by_name_path,Edge Case,"Two artifacts with names `""my-model""` and `""my_model""` share the same `by_name` index file.",OPEN,File_review/GROUP_07_Observability_Storage/artifact_store.md
FR-194,MEDIUM,7,app/core/artifact_store.py,ArtifactStore.register,State Bug,"The deduplicated record is returned with the current `run_id` and `node_id`, but the `data_path` points to the ORIGINAL artifact's data directory.",OPEN,File_review/GROUP_07_Observability_Storage/artifact_store.md
FR-195,MEDIUM,7,app/core/checkpoint.py,_find_latest_checkpoint,Performance,"In a long-running system with thousands of runs, this scan will be slow.",OPEN,File_review/GROUP_07_Observability_Storage/checkpoint.md
FR-196,MEDIUM,7,app/core/checkpoint.py,_write_checkpoint,Resource Leak,`_load_checkpoint_outputs` checks for `manifest.json` first and returns `None` if it is missing.,OPEN,File_review/GROUP_07_Observability_Storage/checkpoint.md
FR-197,MEDIUM,7,app/core/checkpoint.py,_write_checkpoint,Edge Case,A `node_id` containing a null byte (e.g.,OPEN,File_review/GROUP_07_Observability_Storage/checkpoint.md
FR-198,MEDIUM,7,app/core/logger.py,PipelineLogger._emit,Silent Failure Risk,`PipelineLogger.__init__` accepts any `Queue` object.,OPEN,File_review/GROUP_07_Observability_Storage/logger.md
FR-199,MEDIUM,7,app/core/logger.py,PipelineLogger._emit_structured,Silent Failure Risk,Same as `_emit` — blocked queue blocks pipeline.,OPEN,File_review/GROUP_07_Observability_Storage/logger.md
FR-200,MEDIUM,7,app/core/pipeline_cache.py,PipelineCache.input_hash,Silent Failure Risk,"`input_hash` is called from `compute_key`, which is called from the orchestrator/executor before every node execution.",OPEN,File_review/GROUP_07_Observability_Storage/pipeline_cache.md
FR-201,MEDIUM,7,app/core/pipeline_cache.py,PipelineCache.load (port_dirs path),Silent Failure Risk,"Not a correctness bug per se, but the double-read of `manifest.json` and the ambiguous handling of `cached_ports is None` vs `cached_ports == []` creates a subtle logic path where a valid legacy cache entry is silently d...",OPEN,File_review/GROUP_07_Observability_Storage/pipeline_cache.md
FR-202,MEDIUM,7,app/core/pipeline_cache.py,PipelineCache.save (outputs.json path),Resource Leak,"`load()` reads `outputs.json` with `json.load()` and catches `Exception`, returning `None` on failure.",OPEN,File_review/GROUP_07_Observability_Storage/pipeline_cache.md
FR-203,MEDIUM,7,app/core/provenance.py,ProvenanceStore.find_reproducible,Silent Failure Risk,"When the `by_graph_hash` index file exists but is corrupt, the function returns `[]` (the initial value of `records`) without performing the slow path scan.",OPEN,File_review/GROUP_07_Observability_Storage/provenance.md
FR-204,MEDIUM,7,app/core/provenance.py,ProvenanceStore.get_lineage,Performance,For a lineage tree with 1000 nodes (e.g.,OPEN,File_review/GROUP_07_Observability_Storage/provenance.md
FR-205,MEDIUM,7,app/core/run_control.py,get_active_run,Contract Mismatch,"API routers that call `get_active_run(run_id)` and receive `None` return HTTP 404 ""run not found"".",OPEN,File_review/GROUP_07_Observability_Storage/run_control.md
FR-206,MEDIUM,7,app/core/run_journal.py,RunManager.init_resume_state,State Bug,A truncated `resume_state.json` from `init_resume_state` causes `load_resume_state` to raise `ResumeError`.,OPEN,File_review/GROUP_07_Observability_Storage/run_journal.md
FR-207,MEDIUM,7,app/core/run_journal.py,RunManager.register_artifact,State Bug,"Partial state: artifact registered, provenance missing.",OPEN,File_review/GROUP_07_Observability_Storage/run_journal.md
FR-208,MEDIUM,7,app/core/run_journal.py,RunManager.save_logs,Silent Failure Risk,`save_logs` is called from the orchestrator's finally block.,OPEN,File_review/GROUP_07_Observability_Storage/run_journal.md
FR-209,MEDIUM,8,app/core/config.py,_env,Silent Failure,"A user who sets `GRAPHYN_PROJECT_DIR="" ""` (accidentally, e.g.",OPEN,File_review/GROUP_08_Platform_Infra/config.md
FR-210,MEDIUM,8,app/core/utils/hash.py,stable_hash,Type Safety,If a caller passes a non-JSON-serializable object (e.g.,OPEN,File_review/GROUP_08_Platform_Infra/hash.md
FR-211,MEDIUM,8,app/core/validation.py,_validate_connections,Silent Failure,A bug in `CompatibilityChecker` or a malformed node class (missing `output_ports`) causes `_validate_connections` to silently return without validating anything.,OPEN,File_review/GROUP_08_Platform_Infra/validation.md
FR-212,MEDIUM,8,app/core/validation.py,validate_pipeline,Edge Case,"When building the `available` list for the error message on unknown node type, it calls `registry.list_nodes()` which may itself raise (e.g.",OPEN,File_review/GROUP_08_Platform_Infra/validation.md
FR-213,MEDIUM,8,app/core/webhook.py,WebhookService.notify,State Bug,"If the API creates a new `WebhookService()` per request (common pattern), calling `save()` on one instance does not invalidate the cache on other instances.",OPEN,File_review/GROUP_08_Platform_Infra/webhook.md
FR-214,MEDIUM,8,app/core/webhook.py,WebhookService.save,Edge Case,"IPv6 loopback addresses (`::1`, `::ffff:127.0.0.1`) may bypass the SSRF check if `socket.gethostbyname()` fails to resolve them (it only handles IPv4 on some platforms).",OPEN,File_review/GROUP_08_Platform_Infra/webhook.md
FR-215,MEDIUM,9,app/cli/main.py,_load_logs,Error Handling,A corrupted logs.json file causes an unhandled json.JSONDecodeError traceback in the CLI instead of a clean error message.,OPEN,File_review/GROUP_09_SDK_CLI/main.md
FR-216,MEDIUM,9,app/cli/main.py,cmd_run (seed override path — code duplication),Testability,Any fix to the seed-override path (e.g.,OPEN,File_review/GROUP_09_SDK_CLI/main.md
FR-217,MEDIUM,9,app/cli/main.py,cmd_validate (IR path) — node instantiation,Silent Failure Risk,"If a node fails to instantiate, all edges connected to it are silently skipped without any error message.",OPEN,File_review/GROUP_09_SDK_CLI/main.md
FR-218,MEDIUM,9,app/cli/main.py,cmd_validate (YAML path),Contract Mismatch,"`graphyn validate --config foo.yaml` reports ""✓ Valid pipeline"" for a YAML file that has invalid port connections or cycles.",OPEN,File_review/GROUP_09_SDK_CLI/main.md
FR-219,MEDIUM,9,app/core/sdk.py,Pipeline._build_ir,Edge Case,"edges=[] is treated as ""explicit empty edge list"" (no auto-chaining), not as ""use default auto-chaining"".",OPEN,File_review/GROUP_09_SDK_CLI/sdk.md
FR-220,MEDIUM,9,app/core/sdk.py,Pipeline._from_ir,State Bug,"More concretely: the current code sets pn._ir_node on the shell nodes (line 326), but the comment in __init__ (line 186) explicitly says ""_ir_node is now set lazily by _from_ir()"".",OPEN,File_review/GROUP_09_SDK_CLI/sdk.md
FR-221,MEDIUM,9,app/core/sdk.py,Pipeline.to_yaml,Resource Leak,A partially-written YAML file is silently left on disk.,OPEN,File_review/GROUP_09_SDK_CLI/sdk.md
FR-222,MEDIUM,9,app/core/sdk.py,Pipeline.validate,Contract Mismatch,"The docstring promises a list of error strings (implying all errors are returned), but the implementation can return a list with a single concatenated string that contains multiple errors merged by the exception chain.",OPEN,File_review/GROUP_09_SDK_CLI/sdk.md
FR-223,MEDIUM,10,app/api/main.py,_auth_dep,Error Handling,`HTTPBearer(auto_error=False)` silently sets `credentials=None` for any malformed Authorization header (e.g.,OPEN,File_review/GROUP_10_API/main.md
FR-224,MEDIUM,10,app/api/main.py,module-level (registry initialization),Error Handling,A single broken plugin causes the entire API server to fail to start.,OPEN,File_review/GROUP_10_API/main.md
FR-225,MEDIUM,10,app/api/main.py,module-level (static file mounts),Edge Case,"In test environments or when the module is imported without setting `GRAPHYN_PROJECT_DIR`, the static mounts silently bind to `workspace/datasets/output`, `workspace/datasets/input`, and `workspace/runs` relative to the ...",OPEN,File_review/GROUP_10_API/main.md
FR-226,MEDIUM,10,app/api/routers/artifacts.py,replay_artifact,Edge Case,"`original_run_id` comes from the artifact store (trusted internal data), but if the store is ever populated with untrusted data (e.g.",OPEN,File_review/GROUP_10_API/artifacts.md
FR-227,MEDIUM,10,app/api/routers/nodes.py,find_compatible_nodes,Error Handling,"`registry.type_catalogue.resolve(output_type)` is called inside a bare `except Exception` block that raises HTTP 400 ""Unknown port type"".",OPEN,File_review/GROUP_10_API/nodes.md
FR-228,MEDIUM,10,app/api/routers/nodes.py,list_nodes,Performance,"Schema generation is not cached at the registry level (or if it is, this cannot be verified from this file).",OPEN,File_review/GROUP_10_API/nodes.md
FR-229,MEDIUM,10,app/api/routers/pipelines.py,_build_pipeline_from_payload,Edge Case,"For the YAML path, `payload.get(""yaml"", """")` returns `""""` if the key is missing.",OPEN,File_review/GROUP_10_API/pipelines.md
FR-230,MEDIUM,10,app/api/routers/pipelines.py,run_pipeline_async / _run (inner),Resource Leak,The `_run()` function catches `Exception` and calls `run_mgr.mark_failed()`.,OPEN,File_review/GROUP_10_API/pipelines.md
FR-231,MEDIUM,10,app/api/routers/plugins.py,install_plugin (remote path),Resource Leak,If `PluginInstaller.__init__()` raises (e.g.,OPEN,File_review/GROUP_10_API/plugins.md
